search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Peso,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Voltaje,Ancho,Altura,Conectores de entrada,Formato del parlante,Profundidad
69, Parlante Karaoke Bluetooth Fiddler 50w Micrófono Inalámbrico ,79.99,99.900,22,1,6,13.332,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=sh9hC40IT8wQs3Ul2OoN40Kljwa2yw4oOGQNUtj%2FDVzeSaq0gGtkWwTotadiS1XmeV5ROW3Fy6ssF%2F6QvyG7L9839YAbLWOy42fWJUh0N9P2wnN3LFYXm3WDxIzM6aOc81IPpUeQ3SSSwMqTKlQI6%2BTHl09kweKztRK8T5w5h33WX5vhFQP8OEmPSES%2FIP5Ofy090%2FzO2UzdUU0pz%2B%2FOFZQy868HulM2YW0w6e%2FigyTAZSzQfhmQIt6Nx%2B8xmCRDGYYn4VB%2FuZcg1rzstBKXPO3YjHhd%2Ftij4Sg%2B4lwQduPN933ZRPzSgYyV4QkNiQiZQmV7CdYvp3uhxLZMgBcsv1OKTjL4SWSpBAfQ6QEGtNFOSF6Xlou8i6ls%2FdvGMPtQYBFiHkSWj0YYAiT8Pk3EOZdFxOC4dtuHB5QMzaML4EnwySJlBrNuvf3%2B2hEisr%2F6e%2BKU9TgZB%2F%2FMLZVSQbMANvt0HbyOgKxOEldr0P7vCgJroLQ%2B5qnoHKA2BMpod5bl4%2FkRFhIr0as7RY3pNDsNpom11MPZVxJIuO6Ni%2Bymo0QiyoZsj8PGK8Lfxz7dn8pOtdWyxvZ%2F2CnWrNcMuQJ3bFvzl6rQCMx%2FpwrRZtZ6KOlNhmeC%2Boh9tldgc3xPEkfyZ%2BdTfvspo%2F0jJxoC3rKgMF3LqL6YyCeVzR64E898YcolHY%2FNmzVRSKYg8iSnxZRPnbBQg8dAL0gqz8hd8zMcb0xrL9iAnqlw2yOEv7gtmiXX6AXTBSPIsC3y5fgMlGw4mX6d5hKyeMBZxz0lnsxNLu6Xl9IV3oIbtzzgdH6C4z0Lh8SpDS6zG4f3qkM4Fni4LkK9INLVo7diCwXAwc68nVCZkd03%2ByMnSv1F9aj42QkVCDoIGiUOE0U7S4lVrMP081QSA5uEhjOM3Riau1F%2BL4v2Fua7vyAGUkLR8oDp9gT7U60tSffLHFR65sUbEuPL7I30PUr2sG2a6PBVr9Xo%2Btuk0RBcyRTJamhMsxKjMTQfMzPFn5m48fqn5NJqSoAquh1WgYmgOCQcV2czsbHwObrX%2B%2Bknih91OfilwgxvfKOEd%2FAd70QLRNzvQN77COYwqw%2FaDnvADmml4%2BJULZg%2BNsm9tB8Fwo48O%2BhMbyTpL0zb8pgXmy%2BplXWBm56t7KeeJF%2FB10AsHGPXSGqYnBAv0qfX4rglUISL3Y9aj6mfDkCkTRohH48C9xCGbGvLebqH5cJCPGD2U4QDE%2B%2BnfHXbSLaUUzPiMvvB84PAqCdjV4sjm6q4v%2Fx8yuEHfc43aL9JGvGm5VNqPisijZM25fgNP4e5dbUjRLVwT4QWdoK57F7fpeYhhKpVwzd9KTjNnisSSkLd5Xebh6enczzLStqC6jNrhad81wRoB2gZ4Zkm36p95RIaR35jHE3ld0f47muL%2BRgwFd9NUllr6No7k0l5Bw9icBRZpLgvf1U8ajZLBNYFBYKRCpFhH7ZSwMT7VKJx1DmQ,2,0,0,0,0,#461986067,Fiddler,NA,NA,FD-13805,NA,NA,NA,NA,NA,NA,NA,NA
70, Micrófono Con Parlante Karaoke Bluetooth Inalámbrico ,9.89,NA,211,86,12,824,NA,Envío a todo el país,NA,NA,4.6,23,https://perfil.mercadolibre.cl/CHILE_DISTRIBUTOR,https://articulo.mercadolibre.cl/MLC-446982152-microfono-con-parlante-karaoke-bluetooth-inalambrico-_JM,17,5,0,0,1,#446982152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71, Parlante Portátil Yamaha Wx-021 Bluetooth ,229.99,NA,1,5,6,38.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=393,https://articulo.mercadolibre.cl/MLC-478663763-parlante-portatil-yamaha-wx-021-bluetooth-_JM,NA,NA,NA,NA,NA,#478663763,Yamaha,MusicCast,3 kg,WX-021,40 W,Activo,NA,19.9 cm,28 cm,NA,NA,19.9 cm
72, Pack 5 Parlante Bluetooth Ducha / C & S Market ,18.99,NA,167,28,12,1.582,NA,Envío a todo el país,NA,NA,4.8,13,https://perfil.mercadolibre.cl/MUNDODESCUENTOS,https://articulo.mercadolibre.cl/MLC-452242941-pack-5-parlante-bluetooth-ducha-c-s-market-_JM,11,2,0,0,0,#452242941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73, Parlante Bluetooth Charge Mini Ii Excelente Sonido Nuevo ,12.99,NA,44,3,12,1.082,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/KIOSKOFAST.COM,https://articulo.mercadolibre.cl/MLC-467242477-parlante-bluetooth-charge-mini-ii-excelente-sonido-nuevo-_JM,1,0,0,0,0,#467242477,JBL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74, Promo Navidad Parlante Bluetooth Karaoke + Bolso Camara ,14.99,NA,22,2,6,2.498,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-452473456-promo-navidad-parlante-bluetooth-karaoke-bolso-camara-_JM,1,0,0,0,0,#452473456,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA
75, Parlante Bluetooth Soundcore Flare Negro Anker ,44.99,69.990,53,3,6,7.498,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-464445267-parlante-bluetooth-soundcore-flare-negro-anker-_JM,1,0,0,0,0,#464445267,Anker,SoundCore,530 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
76, Microfono Karaoke Inalambrico Bluetooth Parlante Ml2784 ,6.99,NA,24,82,6,1.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTADORATECNOPRO,https://articulo.mercadolibre.cl/MLC-457618028-microfono-karaoke-inalambrico-bluetooth-parlante-ml2784-_JM,NA,NA,NA,NA,NA,#457618028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77," Parlante Inalambrico Kolke Pop De 30w, Conexión Usb, Lector ",21.98,39.990,15,2,12,1.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LOI+CHILE,https://articulo.mercadolibre.cl/MLC-484751051-parlante-inalambrico-kolke-pop-de-30w-conexion-usb-lector-_JM,NA,NA,NA,NA,NA,#484751051,Kolke,NA,NA,"Parlante Inalambrico Kolke Pop De 30W, Conexión Usb, Lector De Tarjetas Sd Y Micrófono.",NA,NA,NA,NA,NA,NA,NA,NA
78, Parlante Bluetooth Mic Manos Libres Impermeable Ducha 4 Colo ,3.25,NA,50,9,12,271,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIAMISTORE2014,https://articulo.mercadolibre.cl/MLC-433763402-parlante-bluetooth-mic-manos-libres-impermeable-ducha-4-colo-_JM,NA,NA,NA,NA,NA,#433763402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79, Parlante Bluetooth Jbl Charge 4 Negro Sumergible ,129.99,189.990,6,4,6,21.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL?brandId=209,https://articulo.mercadolibre.cl/MLC-475672245-parlante-bluetooth-jbl-charge-4-negro-sumergible-_JM,NA,NA,NA,NA,NA,#475672245,JBL,NA,NA,Charge 4,30 W,Activo,NA,NA,NA,NA,Caja,NA
80, Pack 3 Ampolleta Led Con Parlante Bluetooth Rgb Colores ,10.99,NA,19,88,12,916,NA,Envío a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/KING.STORE.CHILE,https://articulo.mercadolibre.cl/MLC-478598372-pack-3-ampolleta-led-con-parlante-bluetooth-rgb-colores-_JM,1,1,0,0,0,#478598372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81, Parlante Jbl Go 2 Bluetooth Portatil Colores Mrclick ,21.99,28.990,26,16,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-477584772-parlante-jbl-go-2-bluetooth-portatil-colores-mrclick-_JM,NA,NA,NA,NA,NA,#477584772,JBL,NA,184 g,GO 2,3 W,Activo,NA,NA,NA,NA,NA,1 m
82, Pack 10 Parlante Bluetooth Portatil Agua Piscina Ducha Gocy ,27.99,NA,41,97985,6,4.665,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/GOCYEXPRESS,https://articulo.mercadolibre.cl/MLC-439442904-pack-10-parlante-bluetooth-portatil-agua-piscina-ducha-gocy-_JM,1,1,0,0,0,#439442904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83, Parlante Line Array Bluetooth Master G Pro210 ,149.99,169.990,12,8,6,24.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472465571-parlante-line-array-bluetooth-master-g-pro210-_JM,NA,NA,NA,NA,NA,#472465571,Master-G,NA,31.5 kg,PRO210,450 W,Activo,220V,34 cm,61 cm,Auxiliar,Line array,46 cm
84, Parlante Portatil Jbl Boombox Bluetooth + 1 Año Garantia ,349.99,519.990,4,3,6,58.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL?brandId=209,https://articulo.mercadolibre.cl/MLC-456442921-parlante-portatil-jbl-boombox-bluetooth-1-ano-garantia-_JM,NA,NA,NA,NA,NA,#456442921,JBL,NA,NA,Boombox,NA,Activo,NA,NA,NA,NA,Caja,NA
85, Parlante Jbl Xtreme 100% Original Envió Gratis 3 Color ,174.9,NA,10,3,6,29.150,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRA+SMART.,https://articulo.mercadolibre.cl/MLC-467167620-parlante-jbl-xtreme-100-original-envio-gratis-3-color-_JM,NA,NA,NA,NA,NA,#467167620,JBL,NA,2112 g,xtreme 1,40 W,NA,220V,NA,NA,NA,Caja,NA
86, Parlante Jbl Xtreme 2 Bluetooth Azul - Bestmart ,293,NA,2,1,6,48.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BESTMARTCL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=HqsHhomMzZvWpvX4CORpflE2lTKjO%2F6yuFGEYs4Rznb6jtIkZ6plEwahd7Li0GUo%2Fkz2zOQUQYq8GktC6RWyTabQJNik3CYAt%2FAgCg%2F33XMrCHyW%2Bi%2FW7mXhla0Py%2FdtB%2FBnwQUQuJPEIkZI%2FYrASmBBRG57syw%2F%2BPY7QXC2J0vh0ByD1Iu7u5SfJIeu6feEagE1ynfSwr8%2FnJ3wtg56ft3KzSl1v8vnLOzGu6FYTg8o05lItFkNhdKChiT4qW8xw%2BKaO%2FnzHeHVgyf0cik%2F7vlaB00atRC12Zpv8tI4Gb924M872V3r%2B7VEP5Ry7RFRnlCW%2FlTrc9rZcXOEHlOwe7MGuiNnN7OTeTxyHXPF4ugC%2FVj1%2F8BuswkeTPZZr2mmQG3pkWmZoKJO409hgqY7UssHsIf3lD3M%2F3xoJsswfF4ajvclZKnPUu9GU2rxsLdXaZPtrttUujx%2BIPCpeB9JOOoIWdeWM3lHKxEUkNwxHEsd79XSmZhdqk8h%2BFDApcrsnGgEjbuKmztY%2FpkBn4dcIIHpZHC%2BEm20wTdFUmTg0VBIMAUzfgU5jZ4nkIDahatVj3ZkjA1N9UpiZNXkkQF7xZNkN8nIwcnD%2FnNGN7oyaY336wHhA22HSyg%2Fgo%2B4JtRlB2wFHaQPGrtWchFLKFbfT369hG7BLCasO64g1BqnCaGdk9r%2BWrPPEgz2X6AA48tceFaa0zUeew8qq9XB9ISrMzjSow2RadxJGWK%2B5iTkOuKKQlijCHxfJZ4I%2Bt3dwOhGZqv0%2B3yPD3OPF%2FHslPAG%2FcmAqaHnwivlVxU0%2B%2BwlgpIMpnCZqBAe%2FDOD3ulislPkNHRqcRWq2Yzl12kbUTaHFnBrQM9QnHxfWGdMhk9CXuEdRsm4iBm1EbPUbOlb6JUHDYSyMnYM8QxPbN41sriJZAka%2FngVi598C6N%2Bcyhao5HfG1yUh7KuxxCsrlE%2FmClqd7zykXniZRiD4j7G90WT6MFmM4cDZMp6R1DKSybUZ81az%2BHlF%2FyBHr7yh70t9CO8rdqe2MnaBkoiolKRTfYJ%2B%2BrvM3OAPyqM8x%2Fx1uhO9chaVfwmoeFeARAVYcklwnQDRvt15RkfIVREHrIcp8uD4RTYrfg6nGJJp%2BvgHy1zAoxyLmSwy3vnf1oOKbnOG6U26uTek5u0uS5wNVAGiPFagcmqcGNdlmu8wpZAtWQOONvioxdVG00dAa3lD7doy5QwsCGLnmTEXQV7L%2FO67%2Fb1vGdYPu1ifAosImwt0TZYQJE1xH%2BRx%2FSzPiPhQv9oAKZiSumQt0lbI21Q1%2BYCKPwlMaZZwY6VSWKW6vOi4OQdJJIIJnmJkzo8rVqOexxQs57tgpj%2FrIPLm80UUHcop%2Ft3LSHQa3CYOvYaV4mUzAZadXh%2Bhj%2FYNO7mCX%2Fwc1BECAT2hI3lleV28xQmds4vyHizEwu8htSdXR%2FWk2s1Mk2vxYWVx4vM,NA,NA,NA,NA,NA,#481943789,JBL,NA,5.14 lb,Xtreme,40 W,Pasivo,NA,NA,NA,NA,NA,NA
87, Parlante Bluetooth Design Modelo Dd022 Verde - Revogames ,4.59,NA,28,29,6,765,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/REVOLUTIONGAMES.CL,https://articulo.mercadolibre.cl/MLC-444380359-parlante-bluetooth-design-modelo-dd022-verde-revogames-_JM,1,0,0,0,0,#444380359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88, Parlante Portable Bluetooth Control Usb Sd Luz Led | Maxtech ,24.99,NA,18,32,12,2.082,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MAXTECHCHILELTDA,https://articulo.mercadolibre.cl/MLC-458462295-parlante-portable-bluetooth-control-usb-sd-luz-led-maxtech-_JM,1,0,0,0,0,#458462295,Sonos,NA,NA,Color,NA,NA,NA,NA,NA,NA,NA,NA
89, Parlante Bose Soundlink Color 2 ,129.99,NA,9,4,6,21.665,NA,Envío gratis a todo el país,NA,NA,2,2,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472170923-parlante-bose-soundlink-color-2-_JM,0,0,0,2,0,#472170923,Bose,SoundLink,NA,Color II,NA,Activo,NA,NA,NA,Auxiliar,NA,NA
90, Parlante Portátil Bluetooth Yamaha Wx-030 Musiccast ,199.99,NA,2,6,6,33.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=393,https://articulo.mercadolibre.cl/MLC-484970584-parlante-portatil-bluetooth-yamaha-wx-030-musiccast-_JM,NA,NA,NA,NA,NA,#484970584,Yamaha,MusicCast,3 kg,WX-030,30 W,Activo,220V,NA,NA,NA,Caja,NA
91, Parlante Activo Elevate 115 - Probass - 101db ,79.99,NA,63,150,6,13.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-442197815-parlante-activo-elevate-115-probass-101db-_JM,NA,NA,NA,NA,NA,#442197815,Pro Bass,NA,NA,Elevate 115,NA,NA,NA,NA,NA,NA,NA,NA
92, Parlante Harman Kardon Aura Studio 2 Bluetooth ,149.99,249.990,26,4,6,24.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REIFSTORE?brandId=265,https://articulo.mercadolibre.cl/MLC-453000252-parlante-harman-kardon-aura-studio-2-bluetooth-_JM,NA,NA,NA,NA,NA,#453000252,Harman Kardon,NA,NA,Aura Studio 2,NA,NA,NA,NA,NA,NA,NA,NA
93, Parlante Karaoke Portatil Bluetooth Master G Spbt12d ,79.99,89.990,22,4,6,13.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472371218-parlante-karaoke-portatil-bluetooth-master-g-spbt12d-_JM,NA,NA,NA,NA,NA,#472371218,Master-G,NA,11.62 kg,SPBT12D,6000 W,Activo,220V,35 cm,60 cm,"Auxiliar, USB",Caja,33 cm
94, Parlantes Para Terraza Pyle Amplificados Bluetooth Negros ,129.9,NA,1,8,6,21.650,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALOMEGALTDA,https://articulo.mercadolibre.cl/MLC-465112351-parlantes-para-terraza-pyle-amplificados-bluetooth-negros-_JM,NA,NA,NA,NA,NA,#465112351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95, Parlante Bose Home Speaker 500 ,349.99,NA,7,3,6,58.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-473710362-parlante-bose-home-speaker-500-_JM,NA,NA,NA,NA,NA,#473710362,Bose,NA,NA,Home Speaker 500,NA,Activo,NA,NA,NA,NA,NA,NA
96, Parlante Portatil Karaoke Bluetooth Master G Spbt8d ,59.99,NA,71,6,6,9.998,NA,Envío gratis a todo el país,NA,NA,3,2,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472371109-parlante-portatil-karaoke-bluetooth-master-g-spbt8d-_JM,0,0,2,0,0,#472371109,Master-G,NA,7.06 kg,SPBT8D,4000 W,Activo,220V,280 mm,490 mm,"Auxiliar, USB",Caja,280 mm
97, Parlante Soundbar Barra Audio 55w Bluetooth Rca Sb-2000bt ,45.99,NA,19,9,6,7.665,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/TIENDA+MULTIELECTRO,https://articulo.mercadolibre.cl/MLC-490447868-parlante-soundbar-barra-audio-55w-bluetooth-rca-sb-2000bt-_JM,1,1,0,0,0,#490447868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98, Parlante Jbl Xtreme 2 Bluetooth - Azul + 1 Año Garantia ,259.99,310.990,3,4,6,43.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL?brandId=209,https://articulo.mercadolibre.cl/MLC-476371426-parlante-jbl-xtreme-2-bluetooth-azul-1-ano-garantia-_JM,NA,NA,NA,NA,NA,#476371426,JBL,NA,NA,Xtreme,40 W,Pasivo,NA,NA,NA,NA,NA,NA
99, Parlante Bluetooth Karaoke Master G Pro Tower ,129.99,159.990,17,2,6,21.665,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472465221-parlante-bluetooth-karaoke-master-g-pro-tower-_JM,1,0,0,0,0,#472465221,Master-G,NA,15 kg,PROTOWER,140 W,Activo/Pasivo,220V,265 mm,905 mm,Auxiliar,Columna,240 mm
100, Parlante Activo Novik Evo 300a - Usb 15 ,114.9,NA,1,1,12,9.575,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIAL+ELECTROACUSTIC,https://articulo.mercadolibre.cl/MLC-489829841-parlante-activo-novik-evo-300a-usb-15-_JM,NA,NA,NA,NA,NA,#489829841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101, Bose Soundbar 500 ,479.99,NA,3,1,6,79.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-473710605-bose-soundbar-500-_JM,NA,NA,NA,NA,NA,#473710605,Bose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102, Parlantes Bluetooth Fiddler True Wireless Stereo Tws 4'' ,19.99,29.990,16,85,6,3.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://articulo.mercadolibre.cl/MLC-476372073-parlantes-bluetooth-fiddler-true-wireless-stereo-tws-4-_JM,1,0,0,0,0,#476372073,Fiddler,NA,NA,FD-PTWS24,NA,NA,NA,NA,NA,Auxiliar,NA,NA
103, Transmisor De Señal Bluetooth Para Tv-audifonos/parlantes ,7.49,NA,18,4,12,624,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MARCOSBIZAMA,https://articulo.mercadolibre.cl/MLC-476450217-transmisor-de-senal-bluetooth-para-tv-audifonosparlantes-_JM,NA,NA,NA,NA,NA,#476450217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104, Mini Parlante Cubo Recargable Reproductor Mp3 / Ekipofertas ,3.99,NA,14,2,6,665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EKIPOFERTAS,https://articulo.mercadolibre.cl/MLC-464336271-mini-parlante-cubo-recargable-reproductor-mp3-ekipofertas-_JM,NA,NA,NA,NA,NA,#464336271,Bose,NA,NA,NA,NA,NA,NA,NA,NA,Plug,NA,NA
105, Parlante Bluetooth Marshall Stanmore 2 Negro - Marshall ,299.99,349.990,2,4,6,49.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=466,https://articulo.mercadolibre.cl/MLC-478447474-parlante-bluetooth-marshall-stanmore-2-negro-marshall-_JM,NA,NA,NA,NA,NA,#478447474,Marshall,NA,10.25 lb,Stanmore 2,NA,NA,NA,NA,NA,NA,NA,NA
106, Pak 5 Parlante Bluetooth Ducha Manos Libres Impermeable ,19.99,NA,9,3,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIAMISTORE2014,https://articulo.mercadolibre.cl/MLC-436672266-pak-5-parlante-bluetooth-ducha-manos-libres-impermeable-_JM,NA,NA,NA,NA,NA,#436672266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
