search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Peso,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Voltaje,Ancho,Altura,Conectores de entrada,Formato del parlante,Profundidad
139, Parlante Bamboo Stereo 2.1 Fiddler 22w Bluetooth ,49.99,59.990,17,3,6,8.332,NA,Envío gratis a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=1Ri5NfsiKkIAfXRvGYDK7x6ESPdJPg2hrITOuXLKu544E29xo2iHkyQzYfnc9FYx9cYlx0f2qNdfqQRedMXRYdEmcS1ykxd73sgHX15NLzETYW70NveJ5Puz99V7cH68gC8GbarBxy%2B5WHXU3GgWHEPQ0DvFyQG672loopVRX7DYU4%2Fju3fJ2idlKlenH9O31YXntKmGTr7WacTZz674KO331h%2B%2B8Vz47hNW4yhvSV6hppH%2BnxMfPjt6oq8uplaI%2BfvwfXCUC8BTHfqEfb9I9L91Crr6xe4e0zLfpRHJDv3SrqmO%2BDTvB8g2eetYQ38Ph8aYIUfvt7gp4udljsiSskiLXhO7adR0ExFIORxteTS4g03D3Df%2BN9xFmduNxXAFYmvI3xmu16JmpSFDJ0tZ8DIPT7uMSQr2HdmFSW%2FYJVkjrGJjjUYU7E5EGC5kEA2Kw00y%2FFdB0HAXaI3OzB4p9h7WJa7pfP9N6M2lmgbgJHofklAjrU7bQCALQOz2EZji67ggQnB8EguwWEOUBSOO72Js8q74gugNbfZqsaOeb6c7jfrwDlKNZZIpwO5jnoTv7P%2BwO9tWKPvOoMDnHRtVPT0PqSK4dep5jDAguEFUjI%2FMIt%2FR7IcuXOWjY1kUFZiWGtMjQhBQ%2FlEGo0bT%2BurO%2FYeXts5ZeI1cdhFU2aCjHgDIksn1OqB0ujj364224%2Bv2hBZxEmaIs3VHLfZ6WSL%2FEVXfjXW3genpKbZSaEkL5DnNZoppcuhhszcDoOXFlQzraTtvAhlpXIH5PguqvA8nr%2B%2BYw1op5nRIEG2L8J9i3MegBtUKgw5%2FzgBptrOafJT1MiFTBQECWyLTgqNYr76dNyYg0EAw1P%2F2AYDizcFZWLWUBdkG4X595RZKVlrHIg%2BWuS3553mxIX6gK3hCmMjZeoiyp8IWgs1OHKMn%2BFeT0y9KuaIGVXWcw2gHDVaDBZwfUWBFAVQljZuVvUYVJlZJeA8pYZBl8IRZOxa%2BeVG%2Fkcl1i7U0X31TgR7d7%2BvWJe8Azt5ur8psz2YQ8AZEqMwWHE6%2BjxYJ4lHT7B08U7N0oHlwHCjW6SELFiqM6AwWo%2BvJCJT1LCaPtMdHOQxFhh52ReV8JqTErfGeRq4P%2FqLM1m1RlJfl6GXoaS2yTfJCdHgYgHWwAU%2FJK4DbOvHmIijAb0sbgYB3%2BgRaNF66N3QrQYdaQBkyUZg%2F9lYSG%2FvT2X96Ntz8m6hzSDAMh7m5E1tG3KNiYhI99zYX7mbaBEvNBxDlFPBQs3Qqxl57PZSF530X4o75p96s06pUNPzomVg%2BJpJBKyrXdDPiquIgN3Ndnrx9HRh3%2BcopkHULCwmeDgqarG2zld5alEbVuXfD%2Fu%2FXpMQeF2CfNdIffJ%2BWb5QWNLLo7xVDyM2j4j%2F5JCenbssQgCSJ05V3wK6JSLvzXCnpA0OHqs5PjjFqv812Gl7gRFNv0Ra67dbM1Car,2,1,0,0,0,#467367803,Fiddler,NA,NA,FD-WBT09,NA,NA,NA,NA,2 pulgadas,NA,NA,3 pulgadas
140, Parlante Bluetooth Marshall Woburn 2 Negro - Marshall ,469.99,499.990,2,1,6,78.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=466,https://articulo.mercadolibre.cl/MLC-478514908-parlante-bluetooth-marshall-woburn-2-negro-marshall-_JM,NA,NA,NA,NA,NA,#478514908,Marshall,NA,18.85 lb,Woburn 2 Bluetooth,90 W,Activo,NA,NA,NA,RCA,Caja,NA
141," Oferta Parlante Jbl Mod Eon 615, Garantia / Abregoaudio ",339,NA,7,6,6,56.500,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ABREGOAUDIOSPA,https://articulo.mercadolibre.cl/MLC-451406024-oferta-parlante-jbl-mod-eon-615-garantia-abregoaudio-_JM,NA,NA,NA,NA,NA,#451406024,JBL,NA,NA,EON615,NA,NA,NA,NA,NA,NA,NA,NA
142, Parlante Bluetooth Jbl Charge 4 Azul Sumergible ,129.99,189.990,11,4,6,21.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL?brandId=209,https://articulo.mercadolibre.cl/MLC-475672258-parlante-bluetooth-jbl-charge-4-azul-sumergible-_JM,NA,NA,NA,NA,NA,#475672258,JBL,NA,NA,Charge 4,NA,NA,NA,NA,NA,NA,Caja,NA
143, Parlante Lampara Bluetooth Portatil Cambia Luz Al Tacto ,8.49,NA,8,292,12,708,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MULTISHOPVIRTUAL23,https://articulo.mercadolibre.cl/MLC-484661906-parlante-lampara-bluetooth-portatil-cambia-luz-al-tacto-_JM,NA,NA,NA,NA,NA,#484661906,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA
144, Parlante Bluetooth Master G Soundbar ,14.99,NA,1,6,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472470525-parlante-bluetooth-master-g-soundbar-_JM,NA,NA,NA,NA,NA,#472470525,Master-G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145, Parlante Sound Bar Home Theater Aiwa 002l Envio Gratis Bt Vc ,32.9,NA,7,12,6,5.483,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTADORAVICTORIACAPITALLT,https://articulo.mercadolibre.cl/MLC-478349390-parlante-sound-bar-home-theater-aiwa-002l-envio-gratis-bt-vc-_JM,NA,NA,NA,NA,NA,#478349390,Aiwa,NA,NA,Sb-002l,40 W,"sound bar, bluetooth, auxiliar, usb, sd",220V,NA,NA,"Auxiliar, RCA",NA,NA
146, Parlante Activo Novik - Evo 300a - 101db ,119.99,152.990,14,94,6,19.998,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-434869754-parlante-activo-novik-evo-300a-101db-_JM,1,0,0,0,0,#434869754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147, Altavoz Parlante Bluetooth Philips Bt100 Negro Proglobal ,15.99,NA,10,2,6,2.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-464258550-altavoz-parlante-bluetooth-philips-bt100-negro-proglobal-_JM,NA,NA,NA,NA,NA,#464258550,Philips,NA,0.18 g,NA,2 W,NA,NA,6.3 cm,6.3 cm,USB,NA,8.2 cm
148, Parlante Bluetooth Karaoke 757 10w - Aux - Fm - Usb Con Mic ,14.99,NA,71,4,6,2.498,NA,Envío a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-452181691-parlante-bluetooth-karaoke-757-10w-aux-fm-usb-con-mic-_JM,3,0,0,0,0,#452181691,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA
149, Promo Navidad Parlante Bluetooth + Luz Led Usb + Calculadora ,11.99,NA,8,2,6,1.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-440182246-promo-navidad-parlante-bluetooth-luz-led-usb-calculadora-_JM,NA,NA,NA,NA,NA,#440182246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150, Parlante Bluetooth Portátil Fiddler The King Potencia 24w ,49.99,NA,112,29,6,8.332,NA,Envío gratis a todo el país,NA,NA,4.9,15,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://articulo.mercadolibre.cl/MLC-461986066-parlante-bluetooth-portatil-fiddler-the-king-potencia-24w-_JM,13,2,0,0,0,#461986066,Fiddler,NA,NA,FD-B2,NA,NA,NA,NA,NA,Auxiliar,NA,NA
151, Parlante Profesional Proco Portable 12 Bateria Recargable ,179.99,NA,2,98,12,14.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/STADIOCHILE,https://articulo.mercadolibre.cl/MLC-452899421-parlante-profesional-proco-portable-12-bateria-recargable-_JM,NA,NA,NA,NA,NA,#452899421,PROCO,NA,NA,NA,NA,NA,NA,NA,"12 """,Plug,NA,NA
152, Jbl Flip 4 Parlante Bluetooth 12 Cuotas - Inetshop ,72.99,NA,13,8,12,6.082,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/INETSHOP_2011,https://articulo.mercadolibre.cl/MLC-457478948-jbl-flip-4-parlante-bluetooth-12-cuotas-inetshop-_JM,NA,NA,NA,NA,NA,#457478948,JBL,Flip Series,NA,Flip 4,16 W,Activo,NA,NA,NA,NA,NA,NA
153, Ampolleta Parlante Led Con Bluetooth ,4.999,NA,58,93,6,833,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OFERTABKNCL,https://articulo.mercadolibre.cl/MLC-447753891-ampolleta-parlante-led-con-bluetooth-_JM,NA,NA,NA,NA,NA,#447753891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154, Parlante Bluetooth Marley Chant Mini Signature Black ,39.99,NA,6,12,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CHARLYS_SHOP,https://articulo.mercadolibre.cl/MLC-484822452-parlante-bluetooth-marley-chant-mini-signature-black-_JM,NA,NA,NA,NA,NA,#484822452,Marley,NA,0.6 kg,Chant Mini Signature Black,3 W,NA,NA,8 cm,12.1 cm,NA,NA,8 cm
155, Parlante Bluetooth Aiwa Pop Agua 21245 / Fernapet ,11.99,NA,3,20,6,1.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-452503131-parlante-bluetooth-aiwa-pop-agua-21245-fernapet-_JM,NA,NA,NA,NA,NA,#452503131,Aiwa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156, Parlante True Wireless Soundcore Flare+ Negro ,119.99,NA,20,2,6,19.998,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-476565361-parlante-true-wireless-soundcore-flare-negro-_JM,1,0,0,0,0,#476565361,Anker,SoundCore,853 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
157, Bose Soundlink Color Ii 2 Parlante Bluetooth ,96.9,NA,4,1,6,16.150,NA,Envío gratis a todo el país,NA,NA,2,2,https://perfil.mercadolibre.cl/VALLEY+TECHNOLOGY,https://articulo.mercadolibre.cl/MLC-486573526-bose-soundlink-color-ii-2-parlante-bluetooth-_JM,0,0,0,2,0,#486573526,Bose,SoundLink,0.54 kg,Color II,NA,NA,NA,NA,NA,NA,NA,NA
158, Parlante Jbl Xtreme 100% Original #cbyer Days Oferta ,179.9,NA,4,5,6,29.983,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRASMART.CL,https://articulo.mercadolibre.cl/MLC-466390516-parlante-jbl-xtreme-100-original-cbyer-days-oferta-_JM,NA,NA,NA,NA,NA,#466390516,JBL,NA,2112 g,Xtreme 1,40 W,NA,220V,NA,NA,NA,Caja,NA
159, Parlante Bluetooth Qcy Qq800 Apt-x Envovente Con Mic Pc ,14.99,NA,1,99998,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MONOGEEK,https://articulo.mercadolibre.cl/MLC-445384412-parlante-bluetooth-qcy-qq800-apt-x-envovente-con-mic-pc-_JM,NA,NA,NA,NA,NA,#445384412,NA,NA,NA,QCY QQ800,NA,NA,NA,NA,NA,NA,NA,NA
160, Parlante Jbl Xtreme 2 Bluetooth Azul - Bestmart ,293,NA,2,1,6,48.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BESTMARTCL,https://articulo.mercadolibre.cl/MLC-481943789-parlante-jbl-xtreme-2-bluetooth-azul-bestmart-_JM,NA,NA,NA,NA,NA,#481943789,JBL,NA,5.14 lb,Xtreme,40 W,Pasivo,NA,NA,NA,NA,NA,NA
161, Parlante Bluetooth Aiwa Radio Usb Aux Sd 100w 21265 Fernapet ,49.99,NA,14,86,6,8.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-461083550-parlante-bluetooth-aiwa-radio-usb-aux-sd-100w-21265-fernapet-_JM,1,0,0,0,0,#461083550,Aiwa,NA,7.32 kg,NA,100 W,NA,NA,NA,NA,NA,Caja,NA
162, Parlante Jbl Clip 3 Bluetooth Resistente Al Agua Loi Chile ,53.98,87.990,9,18,6,8.997,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LOI+CHILE,https://articulo.mercadolibre.cl/MLC-481887660-parlante-jbl-clip-3-bluetooth-resistente-al-agua-loi-chile-_JM,NA,NA,NA,NA,NA,#481887660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163, Sistema Portatil Jbl Eon One + Microfono Akg P3s 101db ,629.99,NA,5,5,12,52.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-446918064-sistema-portatil-jbl-eon-one-microfono-akg-p3s-101db-_JM,NA,NA,NA,NA,NA,#446918064,JBL,EON ONE Series,0 kg,ONE,NA,Activo,NA,0 cm,0 cm,NA,NA,NA
164, Parlante Bluetooth Portatil Bazuca Usb Fm Sd 20w Enviogratis ,16.99,NA,8,4,6,2.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDANOTEBOOK.CL,https://articulo.mercadolibre.cl/MLC-460720425-parlante-bluetooth-portatil-bazuca-usb-fm-sd-20w-enviogratis-_JM,NA,NA,NA,NA,NA,#460720425,NA,NA,0.8 kg,NA,20 W,NA,NA,NA,NA,NA,NA,NA
165, Parlante Bluetooth Nby-18 Ekipofertas ,14.99,NA,3,10,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EKIPOFERTAS,https://articulo.mercadolibre.cl/MLC-447659837-parlante-bluetooth-nby-18-ekipofertas-_JM,NA,NA,NA,NA,NA,#447659837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166, Parlate Recargable Con Microfono Usb Bt Sd Mp3 Bowmann Bt360 ,20,NA,18,82,12,1.667,NA,Envío gratis a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/PARO1305168,https://articulo.mercadolibre.cl/MLC-467455053-parlate-recargable-con-microfono-usb-bt-sd-mp3-bowmann-bt360-_JM,0,0,1,0,0,#467455053,NA,NA,2.016 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
167, Parlante Karaoke Bowmann 250 Bt + Microfono ,18.99,NA,6,94,6,3.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOCENTERCURICOSPA,https://articulo.mercadolibre.cl/MLC-473980525-parlante-karaoke-bowmann-250-bt-microfono-_JM,NA,NA,NA,NA,NA,#473980525,NA,NA,1.5 kg,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA
168, Parlantes Gamer Logitech G560 Lightsync Subwoofer ,189.99,299.990,2,2,6,31.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=472,https://articulo.mercadolibre.cl/MLC-478204347-parlantes-gamer-logitech-g560-lightsync-subwoofer-_JM,NA,NA,NA,NA,NA,#478204347,Logitech,NA,NA,G560,NA,NA,NA,NA,NA,USB,NA,NA
169, Parlante Wonderboom Bt Waterproof Raspberry Ultimate Ears ,39.99,59.990,7,19,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=471,https://articulo.mercadolibre.cl/MLC-473798738-parlante-wonderboom-bt-waterproof-raspberry-ultimate-ears-_JM,NA,NA,NA,NA,NA,#473798738,Logitech,NA,NA,Wonderboom Raspberry,NA,Activo,NA,NA,NA,NA,NA,NA
170, Kit Parlante Bluetooth Master G Gbass + Audifonos Mgoe180b ,14.99,NA,16,3,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472642243-kit-parlante-bluetooth-master-g-gbass-audifonos-mgoe180b-_JM,NA,NA,NA,NA,NA,#472642243,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA
171, Parlante Bluetooth Portátil Fiddler The King Potencia 24w ,49.99,NA,112,29,6,8.332,NA,Envío gratis a todo el país,NA,NA,4.9,15,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=LhgmEZpinuu1QPLrBZbQsZ9gsZnqd43%2FKqowahaO4fkLB2fE%2Bmhuv047HMzHrZFnNZ%2B4nVaDLQqJI9oAxa3%2FdYoWOrqVPQnl6GPExR6yhHucIMmFS9nS8vD0XOEcJL7nI62c1fEdDV3r0hkxvm%2FL6MakC27AXaZr66qXhAVvLM9MddaWmUHCvtu61VAFaBsFyb3OruBNUdPsv1VTl4iLENrzUR4vSyJP56aA2uOmdRINaJ%2FlFnhfLKqeOtrqjVe%2Fdu2pXGvbnUoL%2FbIW%2Bp%2FG4%2Fj573EC%2FTXElH4iA5JcTBuRXSdqBciqv0w484X65GWzbHYOYJldTrNibQPg%2FSBmh%2BeDZjjZy%2FwidLG4MOp6vaOOZ7%2B6gcgv5IB7lwa0lXj3gsQTpA6KKG9yilQhhkHsjSbt8OSgIywX%2FDkxFyjarh9mVx3mhbaeQ0uBofYrMslbjlpC4pB9vIORvT3EU%2Fah8JuBA%2F6abzvpeEtzCK4SUoEAOvG%2BWKoVa%2Bqn%2FJtbP1pOmKl6EA1OwdoLVFLanBBOwjY9idoA9A78r28Du%2F52DBVRyCi%2FAp6eKw02NYD4XuIxX1bIDHuTToxBupEw%2FsgtT1oAm7CN%2F3DwDS5QuerYXmDwvkhV2qxrogXTvwpMat00JFGL45t1CSao93A1aX%2BCAm8stNCIl6W0Lmww5r6MC2lzTBKvRRxcV6MhNeEPjchrysQVn2qzN63Y%2FeX8d9mpZdVarwdx2RfD%2FE0S5KM4DyKY23Pp3kR%2FRfOvu7rUiIAfH8zLzTh2HAcfNVSu%2FMzpLwy2FSFjKKVJXE5xp8aXo9RaCsleq%2BE1tuVnqMoo9FIBySrIGCi44NX2x1Ylwcm42%2BfoP5XHXAROr%2FYMPZufm8WlEAJWDWexlDXV1ffLFJZyhjPJ6ouqyMUtKfVXKv79ZLu66Qs3Im52K1k6nOZLdsN0zPurNRr6HOj7yLIM4H0US0GY0ozxlEq8GJsvunvaW98ggO5oNRGMVlvDluhqAU6e%2BQIhze4DsgZxF1Q8GHP8tI5WnPvrAx08W0kFKzFr30onOYxGOrN4YsR4DN0V0t06Y47zsoSx9Y46DUwPPcNC3nUuecrokrcEWhdPeRfswA3BQdamt%2Fi3fR6EqkPGrb82E3VLkiKWkPZc3MSU%2Fp4k1qi4iKYkPNDw29hI%2B78IAr2vIcBJOxegznN2hief8O48O%2BVyYQ6%2Fw8AHSKXZDUiw8AB3rAdzHmG0JxlnP%2F7bqKec02GHvalK6CAI8MamF9czAcUPdiF0me61zCFcyuEDh79rr3eUT8YRXIVcFkIEPzXUnvywYejl8kCudUyUwS%2Fl0T6sbFfGmKmp2xtYTyqRtYk1kA1OMhp4PMBJpsNDVeRcRZ%2F1lAie%2BhcMUKRzOtn5QiF%2FzDFXWIopgdL3RLr1z0AhtW2U3lan0o9qbLOC%2BozvYcArvIDXBvcb%2BkGu8m7d2nLj8HcO%2F0ka4g4G%2BdN%2BzT1BZg%3D%3D,13,2,0,0,0,#461986066,Fiddler,NA,NA,FD-B2,NA,NA,NA,NA,NA,Auxiliar,NA,NA
172, Parlante Bluetooth Logitech X50 Negro Oferta - Revogames ,9.49,NA,15,21,6,1.582,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REVOLUTIONGAMES.CL,https://articulo.mercadolibre.cl/MLC-434568998-parlante-bluetooth-logitech-x50-negro-oferta-revogames-_JM,NA,NA,NA,NA,NA,#434568998,Logitech,NA,NA,X50,NA,NA,NA,NA,NA,NA,NA,NA
173, Parlante Gato Bailarín Bluetooth V 4.1 / Feiyi ,7,NA,7,9,12,583,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FEIYICL,https://articulo.mercadolibre.cl/MLC-479842485-parlante-gato-bailarin-bluetooth-v-41-feiyi-_JM,NA,NA,NA,NA,NA,#479842485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174, Parlante Bluetooth Zukabass 4 Microlab Roots / Mundo Electro ,13.99,NA,15,15,12,1.166,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-463985712-parlante-bluetooth-zukabass-4-microlab-roots-mundo-electro-_JM,2,0,0,0,0,#463985712,Microlab,NA,NA,Roots,20 W,NA,NA,14 cm,27 cm,Auxiliar,NA,NA
