search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Peso,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Voltaje,Ancho,Altura,Conectores de entrada,Formato del parlante,Profundidad
175, Hoverboard Gyroor G1 Led Parlante Bluetooth 6.5'' Negro ,129.99,149.990,2,38,6,21.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MACROTEL+STORE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=OPf%2FLlCwOwUK%2Fr%2BddsYnHxcBEYRxjkA%2FghKsMxJ7xj4Z%2FMMAm2pmpxiCDi3rw%2BS1q5yrQDnRoF89Fa%2FoQbrFyeUGnk5aNDRoyGgKNPXXHDoM8CkjImj5tKtgg9h4wGITw%2Bso89DzhhodjjUrV0DZjgvp5aGnXB%2FwBVryslL9K3tvq%2F9b2lM%2FMpRurEnbgItXAUiPaGcOYpGHEc3cTOxRGV53omq3wdfGafATndOmeT%2F%2BdqnJ5EANW%2FOqOvQvjGlNYODdxyw%2FMl8oiUPgiQa6QPBSOA4LBJgAyW%2Fmwn6iHgiZaWRgVxUaqwsPt1hi5L2T7y0gxY76UM48%2BTt64qBLPU0F0nOxoOQ0fCJwMH1rRthci8aDqcH%2BmYOj4RUvALi4F9p16UxeSQTb9Mr7hIL2nxjMg5MT58BU4EQMaopKxuC%2BFV03Kk42CJzUsea7xgt%2FWxVEb5ohZuAMX1PRuUYZxU8wyw2HgGfJOSuff5qhQEgaWZufTKP%2B49EnVup%2BVg98bN8Odz5OEukLfbrFuhyaRxchfhiysTTCnEPYxpLDLgGLc5NrQpEdvwWE0ErpynXPavv2zmcBC9NfjwTyLdPAgLHkKz65W65lqMThPmTW9%2FU8ityFHk21quOd0CyTAjj9sy00a%2B%2BiZantq2adOZvuHu3kaK%2FMQy5KVOZdpTFLqL%2FHC0Nytxw185DeA4x7kOGGFPijJd%2BWzV2UkwagixJUGeAkiOXAZi6ZmHKZJ%2FI7rP%2FMOABlu%2FB7gXtCaqYwmfrX4ZlhSWHEF%2BT1WOliPk9sJki63WA1x0CzAq5Y0CmvnU6YRg%2B8X9H0mIXu85w6wBZE9XQ1Oi1VUI3V7BtCCW0ZzPkKbJYtgvg7l7LOQ2Z8jhbzig%2FDaU8WRmGqG5M5Izj4IL1cDk0Jewa6GGtgrRvlfl11Td%2BkCvFh9oub4hyGzsL6cmFZL%2Fx%2Blarqd2JdLX6hVpLRbfgtjwJmMlGncQgPv%2FwQXBeAwKRmwHYRF37uoaACjiRuKcc7e%2Fe1AUhASg6SdiUhB1oAQxQaIEbFLF50Aia5ONXtPZjvm%2FiA8RtJjf8qP38PsqiEP6XQEO31kUWXmAzTdhBWZapQ%2FYhhoCewXfrUYqtwlcEa4lLvGLyix1EIEu41ItIqOPnIVMGyXrFTkAJXXofR2xuS%2FCfDgGTr8OMrq0vJpYrybsr73PGR5tCTr46wzczNRnTc0fEuTNyDuKF%2B54JS4O2xGdIettOygUd1S2oWBhgc572wgqRsskk7oawhLuroGCVir8l912vnqtKYHwtiVaIyStGuiL6tujplyaJW%2Bue555tocJXN8yEjx%2BAJrD6sDflCJNlU7BAylKdZ3FtHGxRpzrt8wRMVXwzqe2%2FDv%2Fy18aSELrPug6zq9i1fawQxrwPUKNgD1EkOs0a%2FJU%2BUdcA%2BrZqMbJJVDbhy5oGpek1Oxu6Qf0Zio9N4Bf%2F24ckFHQz65TJ0rEI%3D,NA,NA,NA,NA,NA,#461307801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176, Parlante Karaoke Bluetooth Master G Spbt15 Con Atril ,84.99,NA,12,1,6,14.165,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-475911980-parlante-karaoke-bluetooth-master-g-spbt15-con-atril-_JM,1,0,0,0,0,#475911980,Master-G,NA,NA,SPBT15,8000 W,Activo,220V,40.5 cm,65 cm,"Auxiliar, USB",Caja,52 cm
177, Parlantes Bluetooth Para La Ducha ,5,NA,3,6,12,417,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SEBAURRUTIAOFFICIAL,https://articulo.mercadolibre.cl/MLC-439793272-parlantes-bluetooth-para-la-ducha-_JM,NA,NA,NA,NA,NA,#439793272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178, Jbl Charge 4 Parlante Portátil Bluetooth Negro ,119.99,149.990,2,8,6,19.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-487749765-jbl-charge-4-parlante-portatil-bluetooth-negro-_JM,NA,NA,NA,NA,NA,#487749765,JBL,NA,0.96 kg,Parlante portátil Bluetooth Charge 4 Negro,30 W,Activo,NA,NA,NA,NA,NA,NA
179, Parlante Sound Bar Bluetooth Barra Line In Usb 24w Irt ,26.99,29.990,5,95,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-473575084-parlante-sound-bar-bluetooth-barra-line-in-usb-24w-irt-_JM,NA,NA,NA,NA,NA,#473575084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180, Pack 3 Ampolleta Bluetooth Parlante Luz Led Altavoz Musica ,16.99,NA,10,10,6,2.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EKIPOFERTAS,https://articulo.mercadolibre.cl/MLC-477264804-pack-3-ampolleta-bluetooth-parlante-luz-led-altavoz-musica-_JM,NA,NA,NA,NA,NA,#477264804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181, Parlante Portátil Bluetooth Master G + Power Bank ,26.99,29.990,15,3,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472640751-parlante-portatil-bluetooth-master-g-power-bank-_JM,NA,NA,NA,NA,NA,#472640751,Master-G,NA,1.6 kg,GBASII,15 W,Activo,220V,29 cm,18.5 cm,"USB, Auxiliar",Caja,16.5 cm
182, Parlante Karaoke Bluetooth Street 8 Mlab 2000w - Mobilehut ,29.99,NA,5,2,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-473621238-parlante-karaoke-bluetooth-street-8-mlab-2000w-mobilehut-_JM,NA,NA,NA,NA,NA,#473621238,Mlab,NA,NA,Street 8,NA,NA,NA,NA,NA,Auxiliar,NA,NA
183, Pak 2 Parlante Bluetooth Mic Manos Libres Impermeable Ducha ,5.99,NA,55,4,12,499,NA,Envío a todo el país,NA,NA,4,1,https://perfil.mercadolibre.cl/MIAMISTORE2014,https://articulo.mercadolibre.cl/MLC-435493116-pak-2-parlante-bluetooth-mic-manos-libres-impermeable-ducha-_JM,0,1,0,0,0,#435493116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184, Parlante Bluetooth Microlab Vintage Radio / Mundo Electro ,29.99,NA,6,3,12,2.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-471703918-parlante-bluetooth-microlab-vintage-radio-mundo-electro-_JM,NA,NA,NA,NA,NA,#471703918,Microlab,NA,NA,Vintage,20 W,NA,220V,18 cm,19 cm,"Auxiliar, Slot tarjeta memoria SD, Slot para pendrives USB",NA,NA
185, Jbl Go 2 Nuevo Parlante Verde Bluetooth Waterproof ,26.99,34.990,7,4,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-471129839-jbl-go-2-nuevo-parlante-verde-bluetooth-waterproof-_JM,NA,NA,NA,NA,NA,#471129839,JBL,NA,184 g,GO 2,3 W,Activo,NA,NA,NA,NA,NA,NA
186, Parlante Profesional Jbl Eon 615 - 101db ,419.99,NA,10,53,6,69.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-463345661-parlante-profesional-jbl-eon-615-101db-_JM,NA,NA,NA,NA,NA,#463345661,JBL,NA,NA,EON615,NA,NA,NA,NA,NA,NA,NA,NA
187, Sistema Todo En Uno Jbl- Eon 208p ,599.99,NA,3,3,12,49.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-446898923-sistema-todo-en-uno-jbl-eon-208p-_JM,NA,NA,NA,NA,NA,#446898923,JBL,NA,0 kg,EON208P,300 W,Activo,NA,0 cm,0 cm,NA,NA,NA
188, Parlante Bluetooth Mini Rugby ,6.9,NA,7,5,6,1.150,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IDCORE+STORE,https://articulo.mercadolibre.cl/MLC-451874698-parlante-bluetooth-mini-rugby-_JM,NA,NA,NA,NA,NA,#451874698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189, Parlante Mini Bluetooth Portatil Baño Ducha Resistente Agua ,5.999,NA,12,88,6,1.000,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-472776354-parlante-mini-bluetooth-portatil-bano-ducha-resistente-agua-_JM,NA,NA,NA,NA,NA,#472776354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190, Parlante Karaoke Bluetooth Master G Mgultraprolii ,119.99,129.990,5,4,6,19.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-475909255-parlante-karaoke-bluetooth-master-g-mgultraprolii-_JM,NA,NA,NA,NA,NA,#475909255,Master-G,NA,NA,MGULTRAPROLII,24000 W,Activo/Pasivo,220V,NA,NA,Auxiliar,Caja,NA
191, Parlante Portatil Jbl Flip 4 Bluetooth Azul + Garantia ,74.99,99.990,62,5,6,12.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL?brandId=209,https://articulo.mercadolibre.cl/MLC-450942746-parlante-portatil-jbl-flip-4-bluetooth-azul-garantia-_JM,NA,NA,NA,NA,NA,#450942746,JBL,Flip Series,NA,Flip 4,16 W,Activo,NA,NA,NA,NA,Caja,NA
192, Parlante Karaoke Spbt8b Master-g Bluetooth // Angelstock ,59.99,NA,12,18,12,4.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ANGEL+STOCK,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=EfdGOiwGIgwHbKFtpqBuYImg6x5BPK4Rkmn7jeuq5ifCKadKV9cu2MUbMrF0%2BaJeJT%2FRSsu1Ye904mj6Uis8lRFOd7RT9sOZfSp9dEY59oz7kOjwKXUP2cmmcecK3WJCZh%2FGmDsPO%2FV67eHb0q2w7dd%2BBTihHta6C4Jj6qdEaHxYKHaYgvg0s0POpoaz3Amm8xU4AqIXWi%2Fi08O59Cmmwh7NedpGGPCtAzAWHVDSCw%2F1ZSmIa0Fdd9znZATsVhN0u7GPUfw8pJvcwHWgfTbPJCEDppynZovZXGKdo1iccaXBU7YuP6QpnP8af3PcG6HNCFbPGbWAN2%2BUNY%2FO9bhhZFzMPZykC3fb2QCmheKmyoEj2oHqZCPAYufmQgsqlh8sJSiA54kL6h2BnY%2F71XgtLg9iTn10MzrrrcYM7jSdFjKdQOrFwW3EwMtLGIXzlma6%2BZGNAMf9gCt0aWRXmMe4i%2Bjft0HZGr%2BCBHHYc9fkNjiLEfIIDGpTDUYCiSiEvYtnJsPdDIcli3ROSq5XdBwcT2t3oBZgbWl7GO%2FJDAlZqyfNY4N5Py1vVPkVlR7%2F97wfaJD6swgUsvKOC6kJpJoSyrFHmSGiDXxQQHer1uNtQfuLTepTy9KLEoPv2rXut6ATEWt1hRAblWCkWEHsVuT37ofzgPworrOyRwXz98PvpqTfl3GOpYSgXZsx51aYN%2FzoXP%2B8uaeWwrU3GTNi7MZJs7XiNLlukQRta9%2BeiIA1487DVzkWOn09Cd9m7Qg9H0g%2BnkxWpGeo5Wq97n%2FEb9B9lUO4PXc2BpSBZyiB2INdikrgktyywU9qBRwDOMsjJ530eohd5dGYVPdmCHiBWkAcFKqamYfZ7Ytug9K3LfWoG9hOhf%2FV%2B0L4dUvxE5pUjJVlxhbuyvsUZ8c2xwfldy7NUfKy3ZrdA8KNvNq%2BHmwGBbf6qZseefxsqcuRTf1kuOp3ZhgvvpcRQXkUg%2Ft83scJ%2BBp5PCcROMA%2FPYVOUCVjTSC%2FooBGe9eooBaHqvfy1ex%2BP9KMxfi7zGGxgebymZPn7uA9G8875PxooGdJmhp1xh33dXWbk5r%2BmTsEQqtoo8X8UhZgF9fvRI52Ybz2Wk0507aSsDGHiXwIDXOqgcHHgbznl6EjHXBRZlQC26LDH7CIGrsORqorg6LZVUTdFWbNXiRdEdQG5vQbIwGIqd8SduhhSAxdTYSfKSmwF9qVNS33erdukq96PwuTHsxq3gJ5yuJw6yr5tRchKFRWBbbWnFUbV%2FKwEZv3xFTmzcW6%2BxRgVuqUeWq5YTpwhrW84Z76Pp0urz3JUdahXOQRC%2BC%2BiD0SbKw3%2BsPAs2PBmiNXC0Pql6fvkm5sXajVm%2BDUwp6ula75Zrn%2BMFqatHE068oozgG59%2BbZNZy2NqYLgxNkQu%2BwyzaJGmGVcVLFgV7StXwxa4aRLCA0denwZaSGon99Lv6SP3nMfhFqXZtLzDPZOEKF,NA,NA,NA,NA,NA,#467430392,Master-G,NA,4.4 kg,PORTATIL,NA,NA,NA,35 cm,60 cm,NA,NA,33 cm
193, Lampara Luna Y Parlante Bluetooth 15cm 2 Colores Recargable ,13.99,NA,9,484,6,2.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FACTORYNETCL,https://articulo.mercadolibre.cl/MLC-480484243-lampara-luna-y-parlante-bluetooth-15cm-2-colores-recargable-_JM,NA,NA,NA,NA,NA,#480484243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194, Parlante Karaoke Portátil Con Bt Envío Gratis Aiwa-188bt Vc ,34.99,NA,10,11,6,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTADORAVICTORIACAPITALLT,https://articulo.mercadolibre.cl/MLC-471400303-parlante-karaoke-portatil-con-bt-envio-gratis-aiwa-188bt-vc-_JM,NA,NA,NA,NA,NA,#471400303,Aiwa,NA,8.6 kg,AW-188BT,NA,NA,NA,NA,NA,NA,NA,NA
195, Parlante Portátil Bazooka Bluetooth Master G Gbassii ,18.99,NA,6,5,6,3.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472375905-parlante-portatil-bazooka-bluetooth-master-g-gbassii-_JM,NA,NA,NA,NA,NA,#472375905,Master-G,NA,1.6 kg,GBASSII,10 W,Activo,220V,29 cm,18.5 cm,Auxiliar,Caja,16.5 cm
196, Parlante Bluetooth Fiddler The Nano Fd-10u-g Nuevo ,6.99,NA,1,20,12,582,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MS-TECNO,https://articulo.mercadolibre.cl/MLC-470800588-parlante-bluetooth-fiddler-the-nano-fd-10u-g-nuevo-_JM,NA,NA,NA,NA,NA,#470800588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197, Parlante Jbl Charge4 Negro Paga 12 Cuotas Envios Todo Chile ,134.99,NA,7,4,12,11.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIJAYBHOJ,https://articulo.mercadolibre.cl/MLC-488634022-parlante-jbl-charge4-negro-paga-12-cuotas-envios-todo-chile-_JM,NA,NA,NA,NA,NA,#488634022,JBL,NA,NA,Charge 4,30 W,Activo,NA,NA,NA,NA,NA,NA
198, Parlante Portatil Impermeable Ducha Baño Bluetooth ,3.9,NA,4,96,6,650,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-481648098-parlante-portatil-impermeable-ducha-bano-bluetooth-_JM,NA,NA,NA,NA,NA,#481648098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199, Parlante Bluetooth Karaoke 6000w Pmpo 12 Pulgadas Usb Sd Mic ,102.99,NA,2,1,6,17.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-446538470-parlante-bluetooth-karaoke-6000w-pmpo-12-pulgadas-usb-sd-mic-_JM,NA,NA,NA,NA,NA,#446538470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200, Parlante Tecmaster Bluetooth A Prueba De Agua ,6.5,NA,4,1,6,1.083,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOMUNDO+CHILE,https://articulo.mercadolibre.cl/MLC-436258365-parlante-tecmaster-bluetooth-a-prueba-de-agua-_JM,NA,NA,NA,NA,NA,#436258365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201, Parlante Bluetooth Microlab Go Twin Single / Mundo Electro ,14.99,NA,20,4,12,1.249,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-471765884-parlante-bluetooth-microlab-go-twin-single-mundo-electro-_JM,NA,NA,NA,NA,NA,#471765884,Microlab,NA,NA,Go Twin,NA,NA,NA,11 cm,19 cm,NA,NA,NA
202, Jbl Parlante Portatil Boombox Bluetooth ,349.99,519.990,4,3,6,58.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ONDAPROCL,https://articulo.mercadolibre.cl/MLC-456755740-jbl-parlante-portatil-boombox-bluetooth-_JM,NA,NA,NA,NA,NA,#456755740,JBL,NA,NA,Boombox,NA,Activo,NA,NA,NA,NA,NA,NA
203, Oferta Parlante Activo Elevate 115 Con Bt. Abregoaudio ,79.9,NA,22,6,6,13.317,NA,Envío gratis a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/ABREGOAUDIOSPA,https://articulo.mercadolibre.cl/MLC-445678439-oferta-parlante-activo-elevate-115-con-bt-abregoaudio-_JM,0,0,1,0,0,#445678439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204, Parlante Logitech Ue Megaboom 3 Bluetooth Negro - Techbox ,144.79,NA,2,5,6,24.132,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECHBOX_CHILE,https://articulo.mercadolibre.cl/MLC-488707830-parlante-logitech-ue-megaboom-3-bluetooth-negro-techbox-_JM,NA,NA,NA,NA,NA,#488707830,Logitech,NA,0.5 kg,NA,NA,NA,NA,15 cm,25 cm,NA,NA,15 cm
205, Parlante Speaker Bluetooth Aiwa Top Ii 21321 / Fernapet ,13.99,NA,5,95,6,2.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-471414281-parlante-speaker-bluetooth-aiwa-top-ii-21321-fernapet-_JM,NA,NA,NA,NA,NA,#471414281,Aiwa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206, Parlante Portatil Bluetooth Mp3 Usb Micro Sd Fm Radio ,8.99,NA,11,89,12,749,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-460754157-parlante-portatil-bluetooth-mp3-usb-micro-sd-fm-radio-_JM,NA,NA,NA,NA,NA,#460754157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207, Parlante Altavoz Karaoke Bluetooth Philco 540bk Proglobal ,29.99,NA,19,1,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-462200387-parlante-altavoz-karaoke-bluetooth-philco-540bk-proglobal-_JM,NA,NA,NA,NA,NA,#462200387,Philco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208, Parlante Speaker Bluetooth Soundcore Rojo Anker ,39.99,NA,80,13,6,6.665,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-475464921-parlante-speaker-bluetooth-soundcore-rojo-anker-_JM,1,0,0,0,0,#475464921,Anker,SoundCore,360 g,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA
209, Parlante Bluetooth / Usb / Sd / Aux / Radio Para Celulares ,16,NA,1,50,12,1.333,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ORANGE_TECH,https://articulo.mercadolibre.cl/MLC-456656525-parlante-bluetooth-usb-sd-aux-radio-para-celulares-_JM,NA,NA,NA,NA,NA,#456656525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210, Jbl Parlante Bluetooth Charge 4 - Negro ,129.99,149.990,2,4,6,21.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ONDAPROCL,https://articulo.mercadolibre.cl/MLC-480663496-jbl-parlante-bluetooth-charge-4-negro-_JM,NA,NA,NA,NA,NA,#480663496,JBL,NA,NA,Charge 4,30 W,Activo,NA,NA,NA,NA,NA,NA
211, Parlante Bluetooth Zuka Karaoke Microlab Mic / Mundo Electro ,17.99,NA,13,2,12,1.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-461780433-parlante-bluetooth-zuka-karaoke-microlab-mic-mundo-electro-_JM,NA,NA,NA,NA,NA,#461780433,Microlab,NA,NA,Zuka Karaoke,20 W,NA,220V,14 cm,27 cm,NA,NA,NA
212, Parlante Kolke Sonic Bluetooth Karaoke 350w Microfono ,55.99,79.990,1013,1,6,9.332,NA,Envío gratis a todo el país,NA,NA,4.4,142,https://perfil.mercadolibre.cl/LOI+CHILE,https://articulo.mercadolibre.cl/MLC-439383862-parlante-kolke-sonic-bluetooth-karaoke-350w-microfono-_JM,96,24,13,4,5,#439383862,KOLKE,NA,NA,Parlante Kolke Sonic Bluetooth Karaoke 350W Microfono,NA,NA,NA,NA,NA,NA,NA,NA
213, Parlante Bazooka Bluetooth Fm Sd Usb Aux Recargable Uk Nuevo ,14.99,NA,3,2,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-451947807-parlante-bazooka-bluetooth-fm-sd-usb-aux-recargable-uk-nuevo-_JM,NA,NA,NA,NA,NA,#451947807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214, Parlante Karaoke Bowmann Bt+ Microfono 21301 / Fernapet ,19.99,NA,120,928,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-468763741-parlante-karaoke-bowmann-bt-microfono-21301-fernapet-_JM,NA,NA,NA,NA,NA,#468763741,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA
215, Parlante Bluetooth Zukabass4 Mlab Paisley / Mundo Electro ,13.99,NA,4,6,12,1.166,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-482475529-parlante-bluetooth-zukabass4-mlab-paisley-mundo-electro-_JM,NA,NA,NA,NA,NA,#482475529,Microlab,NA,NA,Zukabass 4 Paisly,20 W,NA,220V,NA,NA,Auxiliar,NA,NA
216, Parlante Bluetooth Manos Libre Philco Px80-a / Fernapet ,9.999,NA,33,20,6,1.666,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-450524368-parlante-bluetooth-manos-libre-philco-px80-a-fernapet-_JM,1,0,0,0,0,#450524368,Philco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217, Parlante Bluetooth Radio Reloj Digital Despertador Fm Usb Tf ,22.99,NA,6,1,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-472864644-parlante-bluetooth-radio-reloj-digital-despertador-fm-usb-tf-_JM,NA,NA,NA,NA,NA,#472864644,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entrada para Micrófono,NA,NA
218, Parlante Subwoofer 2.1 Bluetooh Philco B2100 800w /3gmarket ,24.99,NA,4,1,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/3GMARKET,https://articulo.mercadolibre.cl/MLC-481496100-parlante-subwoofer-21-bluetooh-philco-b2100-800w-3gmarket-_JM,NA,NA,NA,NA,NA,#481496100,Philco,NA,NA,B82100,NA,NA,NA,NA,NA,USB,NA,NA
219, Kit 2 Cajas Parlante Profesional 15 Activas Mp3 Vmr Usb Amp ,229,NA,2,10,12,19.083,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/XPRO.STORE,https://articulo.mercadolibre.cl/MLC-435771119-kit-2-cajas-parlante-profesional-15-activas-mp3-vmr-usb-amp-_JM,NA,NA,NA,NA,NA,#435771119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220, Parlante Bluetooth Microlab Adventure Ipx4 / Mundo Electro ,9.99,NA,8,17,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-471764992-parlante-bluetooth-microlab-adventure-ipx4-mundo-electro-_JM,NA,NA,NA,NA,NA,#471764992,Microlab,NA,NA,Adventure,NA,NA,220V,8 cm,18 cm,NA,NA,NA
